inventory_id,film_id,store_id,last_update
459,101,1,2006-02-15 05:09:17.0
460,101,1,2006-02-15 05:09:17.0
461,101,2,2006-02-15 05:09:17.0
462,101,2,2006-02-15 05:09:17.0
463,102,2,2006-02-15 05:09:17.0
464,102,2,2006-02-15 05:09:17.0
465,103,1,2006-02-15 05:09:17.0
466,103,1,2006-02-15 05:09:17.0
467,103,1,2006-02-15 05:09:17.0
468,103,1,2006-02-15 05:09:17.0
469,103,2,2006-02-15 05:09:17.0
470,103,2,2006-02-15 05:09:17.0
471,103,2,2006-02-15 05:09:17.0
472,103,2,2006-02-15 05:09:17.0
473,104,2,2006-02-15 05:09:17.0
474,104,2,2006-02-15 05:09:17.0
475,104,2,2006-02-15 05:09:17.0
476,105,1,2006-02-15 05:09:17.0
477,105,1,2006-02-15 05:09:17.0
478,105,2,2006-02-15 05:09:17.0
479,105,2,2006-02-15 05:09:17.0
480,105,2,2006-02-15 05:09:17.0
481,106,1,2006-02-15 05:09:17.0
482,106,1,2006-02-15 05:09:17.0
483,107,2,2006-02-15 05:09:17.0
484,107,2,2006-02-15 05:09:17.0
485,109,1,2006-02-15 05:09:17.0
486,109,1,2006-02-15 05:09:17.0
487,109,1,2006-02-15 05:09:17.0
488,109,1,2006-02-15 05:09:17.0
489,109,2,2006-02-15 05:09:17.0
490,109,2,2006-02-15 05:09:17.0
491,109,2,2006-02-15 05:09:17.0
492,109,2,2006-02-15 05:09:17.0
493,110,1,2006-02-15 05:09:17.0
494,110,1,2006-02-15 05:09:17.0
495,110,1,2006-02-15 05:09:17.0
496,110,1,2006-02-15 05:09:17.0
497,111,2,2006-02-15 05:09:17.0
498,111,2,2006-02-15 05:09:17.0
499,111,2,2006-02-15 05:09:17.0
500,111,2,2006-02-15 05:09:17.0
501,112,1,2006-02-15 05:09:17.0
502,112,1,2006-02-15 05:09:17.0
503,112,1,2006-02-15 05:09:17.0
504,112,1,2006-02-15 05:09:17.0
505,112,2,2006-02-15 05:09:17.0
506,112,2,2006-02-15 05:09:17.0
507,112,2,2006-02-15 05:09:17.0
508,113,2,2006-02-15 05:09:17.0
509,113,2,2006-02-15 05:09:17.0
510,113,2,2006-02-15 05:09:17.0
511,113,2,2006-02-15 05:09:17.0
512,114,1,2006-02-15 05:09:17.0
513,114,1,2006-02-15 05:09:17.0
514,114,1,2006-02-15 05:09:17.0
515,114,1,2006-02-15 05:09:17.0
516,114,2,2006-02-15 05:09:17.0
517,114,2,2006-02-15 05:09:17.0
518,114,2,2006-02-15 05:09:17.0
519,115,1,2006-02-15 05:09:17.0
520,115,1,2006-02-15 05:09:17.0
521,115,1,2006-02-15 05:09:17.0
522,115,2,2006-02-15 05:09:17.0
523,115,2,2006-02-15 05:09:17.0
524,115,2,2006-02-15 05:09:17.0
525,115,2,2006-02-15 05:09:17.0
526,116,1,2006-02-15 05:09:17.0
527,116,1,2006-02-15 05:09:17.0
528,116,2,2006-02-15 05:09:17.0
529,116,2,2006-02-15 05:09:17.0
530,116,2,2006-02-15 05:09:17.0
531,116,2,2006-02-15 05:09:17.0
532,117,1,2006-02-15 05:09:17.0
533,117,1,2006-02-15 05:09:17.0
534,117,1,2006-02-15 05:09:17.0
535,117,1,2006-02-15 05:09:17.0
536,117,2,2006-02-15 05:09:17.0
537,117,2,2006-02-15 05:09:17.0
538,118,1,2006-02-15 05:09:17.0
539,118,1,2006-02-15 05:09:17.0
540,118,1,2006-02-15 05:09:17.0
541,118,1,2006-02-15 05:09:17.0
542,118,2,2006-02-15 05:09:17.0
543,118,2,2006-02-15 05:09:17.0
544,119,1,2006-02-15 05:09:17.0
545,119,1,2006-02-15 05:09:17.0
546,119,1,2006-02-15 05:09:17.0
547,119,2,2006-02-15 05:09:17.0
548,119,2,2006-02-15 05:09:17.0
549,119,2,2006-02-15 05:09:17.0
550,119,2,2006-02-15 05:09:17.0
551,120,1,2006-02-15 05:09:17.0
552,120,1,2006-02-15 05:09:17.0
553,120,1,2006-02-15 05:09:17.0
554,121,1,2006-02-15 05:09:17.0
555,121,1,2006-02-15 05:09:17.0
556,121,1,2006-02-15 05:09:17.0
557,121,2,2006-02-15 05:09:17.0
558,121,2,2006-02-15 05:09:17.0
559,121,2,2006-02-15 05:09:17.0
560,122,1,2006-02-15 05:09:17.0
561,122,1,2006-02-15 05:09:17.0
562,122,1,2006-02-15 05:09:17.0
563,122,1,2006-02-15 05:09:17.0
564,122,2,2006-02-15 05:09:17.0
565,122,2,2006-02-15 05:09:17.0
566,122,2,2006-02-15 05:09:17.0
567,123,1,2006-02-15 05:09:17.0
568,123,1,2006-02-15 05:09:17.0
569,123,2,2006-02-15 05:09:17.0
570,123,2,2006-02-15 05:09:17.0
571,123,2,2006-02-15 05:09:17.0
572,124,2,2006-02-15 05:09:17.0
573,124,2,2006-02-15 05:09:17.0
574,124,2,2006-02-15 05:09:17.0
575,125,2,2006-02-15 05:09:17.0
576,125,2,2006-02-15 05:09:17.0
577,126,2,2006-02-15 05:09:17.0
578,126,2,2006-02-15 05:09:17.0
579,126,2,2006-02-15 05:09:17.0
580,127,1,2006-02-15 05:09:17.0
581,127,1,2006-02-15 05:09:17.0
582,127,1,2006-02-15 05:09:17.0
583,127,1,2006-02-15 05:09:17.0
584,127,2,2006-02-15 05:09:17.0
585,127,2,2006-02-15 05:09:17.0
586,127,2,2006-02-15 05:09:17.0
587,127,2,2006-02-15 05:09:17.0
588,129,1,2006-02-15 05:09:17.0
589,129,1,2006-02-15 05:09:17.0
590,129,1,2006-02-15 05:09:17.0
591,129,2,2006-02-15 05:09:17.0
592,129,2,2006-02-15 05:09:17.0
593,129,2,2006-02-15 05:09:17.0
594,130,1,2006-02-15 05:09:17.0
595,130,1,2006-02-15 05:09:17.0
596,130,2,2006-02-15 05:09:17.0
597,130,2,2006-02-15 05:09:17.0
598,130,2,2006-02-15 05:09:17.0
599,130,2,2006-02-15 05:09:17.0
600,131,1,2006-02-15 05:09:17.0
601,131,1,2006-02-15 05:09:17.0
602,131,1,2006-02-15 05:09:17.0
603,131,1,2006-02-15 05:09:17.0
604,131,2,2006-02-15 05:09:17.0
605,131,2,2006-02-15 05:09:17.0
606,132,1,2006-02-15 05:09:17.0
607,132,1,2006-02-15 05:09:17.0
608,132,1,2006-02-15 05:09:17.0
609,132,1,2006-02-15 05:09:17.0
610,132,2,2006-02-15 05:09:17.0
611,132,2,2006-02-15 05:09:17.0
612,133,1,2006-02-15 05:09:17.0
613,133,1,2006-02-15 05:09:17.0
614,133,2,2006-02-15 05:09:17.0
615,133,2,2006-02-15 05:09:17.0
616,134,2,2006-02-15 05:09:17.0
617,134,2,2006-02-15 05:09:17.0
618,134,2,2006-02-15 05:09:17.0
619,135,1,2006-02-15 05:09:17.0
620,135,1,2006-02-15 05:09:17.0
621,135,1,2006-02-15 05:09:17.0
622,135,2,2006-02-15 05:09:17.0
623,135,2,2006-02-15 05:09:17.0
624,135,2,2006-02-15 05:09:17.0
625,135,2,2006-02-15 05:09:17.0
626,136,1,2006-02-15 05:09:17.0
627,136,1,2006-02-15 05:09:17.0
628,136,1,2006-02-15 05:09:17.0
629,137,2,2006-02-15 05:09:17.0
630,137,2,2006-02-15 05:09:17.0
631,137,2,2006-02-15 05:09:17.0
632,137,2,2006-02-15 05:09:17.0
633,138,1,2006-02-15 05:09:17.0
634,138,1,2006-02-15 05:09:17.0
635,138,2,2006-02-15 05:09:17.0
636,138,2,2006-02-15 05:09:17.0
637,138,2,2006-02-15 05:09:17.0
638,139,1,2006-02-15 05:09:17.0
639,139,1,2006-02-15 05:09:17.0
640,139,1,2006-02-15 05:09:17.0
641,139,1,2006-02-15 05:09:17.0
642,139,2,2006-02-15 05:09:17.0
643,139,2,2006-02-15 05:09:17.0
644,140,1,2006-02-15 05:09:17.0
645,140,1,2006-02-15 05:09:17.0
646,140,2,2006-02-15 05:09:17.0
647,140,2,2006-02-15 05:09:17.0
648,140,2,2006-02-15 05:09:17.0
649,141,1,2006-02-15 05:09:17.0
650,141,1,2006-02-15 05:09:17.0
651,141,1,2006-02-15 05:09:17.0
652,141,2,2006-02-15 05:09:17.0
653,141,2,2006-02-15 05:09:17.0
654,142,1,2006-02-15 05:09:17.0
655,142,1,2006-02-15 05:09:17.0
656,142,1,2006-02-15 05:09:17.0
657,142,2,2006-02-15 05:09:17.0
658,142,2,2006-02-15 05:09:17.0
659,143,1,2006-02-15 05:09:17.0
660,143,1,2006-02-15 05:09:17.0
661,143,1,2006-02-15 05:09:17.0
662,143,1,2006-02-15 05:09:17.0
663,143,2,2006-02-15 05:09:17.0
664,143,2,2006-02-15 05:09:17.0
