city_id,city,country_id,last_update
106,Celaya,60,2006-02-15 04:45:25.0
107,Chandrapur,44,2006-02-15 04:45:25.0
108,Changhwa,92,2006-02-15 04:45:25.0
109,Changzhou,23,2006-02-15 04:45:25.0
110,Chapra,44,2006-02-15 04:45:25.0
111,Charlotte Amalie,106,2006-02-15 04:45:25.0
112,Chatsworth,85,2006-02-15 04:45:25.0
113,Cheju,86,2006-02-15 04:45:25.0
114,Chiayi,92,2006-02-15 04:45:25.0
115,Chisinau,61,2006-02-15 04:45:25.0
116,Chungho,92,2006-02-15 04:45:25.0
117,Cianjur,45,2006-02-15 04:45:25.0
118,Ciomas,45,2006-02-15 04:45:25.0
119,Ciparay,45,2006-02-15 04:45:25.0
120,Citrus Heights,103,2006-02-15 04:45:25.0
121,Citt del Vaticano,41,2006-02-15 04:45:25.0
122,Ciudad del Este,73,2006-02-15 04:45:25.0
123,Clarksville,103,2006-02-15 04:45:25.0
124,Coacalco de Berriozbal,60,2006-02-15 04:45:25.0
125,Coatzacoalcos,60,2006-02-15 04:45:25.0
126,Compton,103,2006-02-15 04:45:25.0
127,Coquimbo,22,2006-02-15 04:45:25.0
128,Crdoba,6,2006-02-15 04:45:25.0
129,Cuauhtmoc,60,2006-02-15 04:45:25.0
130,Cuautla,60,2006-02-15 04:45:25.0
131,Cuernavaca,60,2006-02-15 04:45:25.0
132,Cuman,104,2006-02-15 04:45:25.0
133,Czestochowa,76,2006-02-15 04:45:25.0
134,Dadu,72,2006-02-15 04:45:25.0
135,Dallas,103,2006-02-15 04:45:25.0
136,Datong,23,2006-02-15 04:45:25.0
137,Daugavpils,54,2006-02-15 04:45:25.0
138,Davao,75,2006-02-15 04:45:25.0
139,Daxian,23,2006-02-15 04:45:25.0
140,Dayton,103,2006-02-15 04:45:25.0
141,Deba Habe,69,2006-02-15 04:45:25.0
142,Denizli,97,2006-02-15 04:45:25.0
143,Dhaka,12,2006-02-15 04:45:25.0
144,Dhule (Dhulia),44,2006-02-15 04:45:25.0
145,Dongying,23,2006-02-15 04:45:25.0
146,Donostia-San Sebastin,87,2006-02-15 04:45:25.0
147,Dos Quebradas,24,2006-02-15 04:45:25.0
148,Duisburg,38,2006-02-15 04:45:25.0
149,Dundee,102,2006-02-15 04:45:25.0
150,Dzerzinsk,80,2006-02-15 04:45:25.0
151,Ede,67,2006-02-15 04:45:25.0
152,Effon-Alaiye,69,2006-02-15 04:45:25.0
153,El Alto,14,2006-02-15 04:45:25.0
154,El Fuerte,60,2006-02-15 04:45:25.0
155,El Monte,103,2006-02-15 04:45:25.0
156,Elista,80,2006-02-15 04:45:25.0
157,Emeishan,23,2006-02-15 04:45:25.0
158,Emmen,67,2006-02-15 04:45:25.0
159,Enshi,23,2006-02-15 04:45:25.0
160,Erlangen,38,2006-02-15 04:45:25.0
161,Escobar,6,2006-02-15 04:45:25.0
162,Esfahan,46,2006-02-15 04:45:25.0
163,Eskisehir,97,2006-02-15 04:45:25.0
164,Etawah,44,2006-02-15 04:45:25.0
165,Ezeiza,6,2006-02-15 04:45:25.0
166,Ezhou,23,2006-02-15 04:45:25.0
167,Faaa,36,2006-02-15 04:45:25.0
168,Fengshan,92,2006-02-15 04:45:25.0
169,Firozabad,44,2006-02-15 04:45:25.0
170,Florencia,24,2006-02-15 04:45:25.0
171,Fontana,103,2006-02-15 04:45:25.0
172,Fukuyama,50,2006-02-15 04:45:25.0
173,Funafuti,99,2006-02-15 04:45:25.0
174,Fuyu,23,2006-02-15 04:45:25.0
175,Fuzhou,23,2006-02-15 04:45:25.0
176,Gandhinagar,44,2006-02-15 04:45:25.0
177,Garden Grove,103,2006-02-15 04:45:25.0
178,Garland,103,2006-02-15 04:45:25.0
179,Gatineau,20,2006-02-15 04:45:25.0
180,Gaziantep,97,2006-02-15 04:45:25.0
181,Gijn,87,2006-02-15 04:45:25.0
182,Gingoog,75,2006-02-15 04:45:25.0
183,Goinia,15,2006-02-15 04:45:25.0
184,Gorontalo,45,2006-02-15 04:45:25.0
185,Grand Prairie,103,2006-02-15 04:45:25.0
186,Graz,9,2006-02-15 04:45:25.0
187,Greensboro,103,2006-02-15 04:45:25.0
188,Guadalajara,60,2006-02-15 04:45:25.0
189,Guaruj,15,2006-02-15 04:45:25.0
190,guas Lindas de Gois,15,2006-02-15 04:45:25.0
191,Gulbarga,44,2006-02-15 04:45:25.0
192,Hagonoy,75,2006-02-15 04:45:25.0
193,Haining,23,2006-02-15 04:45:25.0
194,Haiphong,105,2006-02-15 04:45:25.0
195,Haldia,44,2006-02-15 04:45:25.0
196,Halifax,20,2006-02-15 04:45:25.0
197,Halisahar,44,2006-02-15 04:45:25.0
198,Halle/Saale,38,2006-02-15 04:45:25.0
199,Hami,23,2006-02-15 04:45:25.0
200,Hamilton,68,2006-02-15 04:45:25.0
201,Hanoi,105,2006-02-15 04:45:25.0
202,Hidalgo,60,2006-02-15 04:45:25.0
203,Higashiosaka,50,2006-02-15 04:45:25.0
204,Hino,50,2006-02-15 04:45:25.0
205,Hiroshima,50,2006-02-15 04:45:25.0
206,Hodeida,107,2006-02-15 04:45:25.0
207,Hohhot,23,2006-02-15 04:45:25.0
208,Hoshiarpur,44,2006-02-15 04:45:25.0
209,Hsichuh,92,2006-02-15 04:45:25.0
210,Huaian,23,2006-02-15 04:45:25.0
211,Hubli-Dharwad,44,2006-02-15 04:45:25.0
212,Huejutla de Reyes,60,2006-02-15 04:45:25.0
213,Huixquilucan,60,2006-02-15 04:45:25.0
214,Hunuco,74,2006-02-15 04:45:25.0
215,Ibirit,15,2006-02-15 04:45:25.0
216,Idfu,29,2006-02-15 04:45:25.0
217,Ife,69,2006-02-15 04:45:25.0
218,Ikerre,69,2006-02-15 04:45:25.0
219,Iligan,75,2006-02-15 04:45:25.0
220,Ilorin,69,2006-02-15 04:45:25.0
221,Imus,75,2006-02-15 04:45:25.0
222,Inegl,97,2006-02-15 04:45:25.0
223,Ipoh,59,2006-02-15 04:45:25.0
224,Isesaki,50,2006-02-15 04:45:25.0
225,Ivanovo,80,2006-02-15 04:45:25.0
226,Iwaki,50,2006-02-15 04:45:25.0
227,Iwakuni,50,2006-02-15 04:45:25.0
228,Iwatsuki,50,2006-02-15 04:45:25.0
229,Izumisano,50,2006-02-15 04:45:25.0
230,Jaffna,88,2006-02-15 04:45:25.0
231,Jaipur,44,2006-02-15 04:45:25.0
232,Jakarta,45,2006-02-15 04:45:25.0
233,Jalib al-Shuyukh,53,2006-02-15 04:45:25.0
234,Jamalpur,12,2006-02-15 04:45:25.0
235,Jaroslavl,80,2006-02-15 04:45:25.0
236,Jastrzebie-Zdrj,76,2006-02-15 04:45:25.0
237,Jedda,82,2006-02-15 04:45:25.0
238,Jelets,80,2006-02-15 04:45:25.0
239,Jhansi,44,2006-02-15 04:45:25.0
240,Jinchang,23,2006-02-15 04:45:25.0
241,Jining,23,2006-02-15 04:45:25.0
242,Jinzhou,23,2006-02-15 04:45:25.0
243,Jodhpur,44,2006-02-15 04:45:25.0
244,Johannesburg,85,2006-02-15 04:45:25.0
245,Joliet,103,2006-02-15 04:45:25.0
246,Jos Azueta,60,2006-02-15 04:45:25.0
247,Juazeiro do Norte,15,2006-02-15 04:45:25.0
248,Juiz de Fora,15,2006-02-15 04:45:25.0
249,Junan,23,2006-02-15 04:45:25.0
250,Jurez,60,2006-02-15 04:45:25.0
251,Kabul,1,2006-02-15 04:45:25.0
252,Kaduna,69,2006-02-15 04:45:25.0
253,Kakamigahara,50,2006-02-15 04:45:25.0
254,Kaliningrad,80,2006-02-15 04:45:25.0
255,Kalisz,76,2006-02-15 04:45:25.0
256,Kamakura,50,2006-02-15 04:45:25.0
257,Kamarhati,44,2006-02-15 04:45:25.0
258,Kamjanets-Podilskyi,100,2006-02-15 04:45:25.0
259,Kamyin,80,2006-02-15 04:45:25.0
260,Kanazawa,50,2006-02-15 04:45:25.0
261,Kanchrapara,44,2006-02-15 04:45:25.0
262,Kansas City,103,2006-02-15 04:45:25.0
263,Karnal,44,2006-02-15 04:45:25.0
264,Katihar,44,2006-02-15 04:45:25.0
265,Kermanshah,46,2006-02-15 04:45:25.0
266,Kilis,97,2006-02-15 04:45:25.0
267,Kimberley,85,2006-02-15 04:45:25.0
268,Kimchon,86,2006-02-15 04:45:25.0
269,Kingstown,81,2006-02-15 04:45:25.0
270,Kirovo-Tepetsk,80,2006-02-15 04:45:25.0
271,Kisumu,52,2006-02-15 04:45:25.0
272,Kitwe,109,2006-02-15 04:45:25.0
273,Klerksdorp,85,2006-02-15 04:45:25.0
274,Kolpino,80,2006-02-15 04:45:25.0
275,Konotop,100,2006-02-15 04:45:25.0
276,Koriyama,50,2006-02-15 04:45:25.0
277,Korla,23,2006-02-15 04:45:25.0
278,Korolev,80,2006-02-15 04:45:25.0
279,Kowloon and New Kowloon,42,2006-02-15 04:45:25.0
280,Kragujevac,108,2006-02-15 04:45:25.0
281,Ktahya,97,2006-02-15 04:45:25.0
282,Kuching,59,2006-02-15 04:45:25.0
283,Kumbakonam,44,2006-02-15 04:45:25.0
284,Kurashiki,50,2006-02-15 04:45:25.0
285,Kurgan,80,2006-02-15 04:45:25.0
286,Kursk,80,2006-02-15 04:45:25.0
287,Kuwana,50,2006-02-15 04:45:25.0
288,La Paz,60,2006-02-15 04:45:25.0
289,La Plata,6,2006-02-15 04:45:25.0
290,La Romana,27,2006-02-15 04:45:25.0
291,Laiwu,23,2006-02-15 04:45:25.0
292,Lancaster,103,2006-02-15 04:45:25.0
293,Laohekou,23,2006-02-15 04:45:25.0
294,Lapu-Lapu,75,2006-02-15 04:45:25.0
295,Laredo,103,2006-02-15 04:45:25.0
296,Lausanne,91,2006-02-15 04:45:25.0
297,Le Mans,34,2006-02-15 04:45:25.0
298,Lengshuijiang,23,2006-02-15 04:45:25.0
299,Leshan,23,2006-02-15 04:45:25.0
300,Lethbridge,20,2006-02-15 04:45:25.0
301,Lhokseumawe,45,2006-02-15 04:45:25.0
302,Liaocheng,23,2006-02-15 04:45:25.0
303,Liepaja,54,2006-02-15 04:45:25.0
304,Lilongwe,58,2006-02-15 04:45:25.0
305,Lima,74,2006-02-15 04:45:25.0
306,Lincoln,103,2006-02-15 04:45:25.0
307,Linz,9,2006-02-15 04:45:25.0
308,Lipetsk,80,2006-02-15 04:45:25.0
309,Livorno,49,2006-02-15 04:45:25.0
310,Ljubertsy,80,2006-02-15 04:45:25.0
311,Loja,28,2006-02-15 04:45:25.0
312,London,102,2006-02-15 04:45:25.0
313,London,20,2006-02-15 04:45:25.0
314,Lublin,76,2006-02-15 04:45:25.0
315,Lubumbashi,25,2006-02-15 04:45:25.0
316,Lungtan,92,2006-02-15 04:45:25.0
317,Luzinia,15,2006-02-15 04:45:25.0
318,Madiun,45,2006-02-15 04:45:25.0
319,Mahajanga,57,2006-02-15 04:45:25.0
320,Maikop,80,2006-02-15 04:45:25.0
321,Malm,90,2006-02-15 04:45:25.0
322,Manchester,103,2006-02-15 04:45:25.0
323,Mandaluyong,75,2006-02-15 04:45:25.0
324,Mandi Bahauddin,72,2006-02-15 04:45:25.0
325,Mannheim,38,2006-02-15 04:45:25.0
326,Maracabo,104,2006-02-15 04:45:25.0
327,Mardan,72,2006-02-15 04:45:25.0
328,Maring,15,2006-02-15 04:45:25.0
329,Masqat,71,2006-02-15 04:45:25.0
330,Matamoros,60,2006-02-15 04:45:25.0
331,Matsue,50,2006-02-15 04:45:25.0
332,Meixian,23,2006-02-15 04:45:25.0
333,Memphis,103,2006-02-15 04:45:25.0
334,Merlo,6,2006-02-15 04:45:25.0
335,Mexicali,60,2006-02-15 04:45:25.0
336,Miraj,44,2006-02-15 04:45:25.0
337,Mit Ghamr,29,2006-02-15 04:45:25.0
338,Miyakonojo,50,2006-02-15 04:45:25.0
339,Mogiljov,13,2006-02-15 04:45:25.0
340,Molodetno,13,2006-02-15 04:45:25.0
341,Monclova,60,2006-02-15 04:45:25.0
342,Monywa,64,2006-02-15 04:45:25.0
343,Moscow,80,2006-02-15 04:45:25.0
344,Mosul,47,2006-02-15 04:45:25.0
345,Mukateve,100,2006-02-15 04:45:25.0
346,Munger (Monghyr),44,2006-02-15 04:45:25.0
347,Mwanza,93,2006-02-15 04:45:25.0
348,Mwene-Ditu,25,2006-02-15 04:45:25.0
349,Myingyan,64,2006-02-15 04:45:25.0
350,Mysore,44,2006-02-15 04:45:25.0
351,Naala-Porto,63,2006-02-15 04:45:25.0
352,Nabereznyje Telny,80,2006-02-15 04:45:25.0
353,Nador,62,2006-02-15 04:45:25.0
354,Nagaon,44,2006-02-15 04:45:25.0
355,Nagareyama,50,2006-02-15 04:45:25.0
356,Najafabad,46,2006-02-15 04:45:25.0
357,Naju,86,2006-02-15 04:45:25.0
358,Nakhon Sawan,94,2006-02-15 04:45:25.0
359,Nam Dinh,105,2006-02-15 04:45:25.0
360,Namibe,4,2006-02-15 04:45:25.0
361,Nantou,92,2006-02-15 04:45:25.0
362,Nanyang,23,2006-02-15 04:45:25.0
363,NDjamna,21,2006-02-15 04:45:25.0
364,Newcastle,85,2006-02-15 04:45:25.0
365,Nezahualcyotl,60,2006-02-15 04:45:25.0
366,Nha Trang,105,2006-02-15 04:45:25.0
367,Niznekamsk,80,2006-02-15 04:45:25.0
368,Novi Sad,108,2006-02-15 04:45:25.0
369,Novoterkassk,80,2006-02-15 04:45:25.0
370,Nukualofa,95,2006-02-15 04:45:25.0
371,Nuuk,40,2006-02-15 04:45:25.0
372,Nyeri,52,2006-02-15 04:45:25.0
373,Ocumare del Tuy,104,2006-02-15 04:45:25.0
374,Ogbomosho,69,2006-02-15 04:45:25.0
375,Okara,72,2006-02-15 04:45:25.0
376,Okayama,50,2006-02-15 04:45:25.0
377,Okinawa,50,2006-02-15 04:45:25.0
378,Olomouc,26,2006-02-15 04:45:25.0
379,Omdurman,89,2006-02-15 04:45:25.0
380,Omiya,50,2006-02-15 04:45:25.0
381,Ondo,69,2006-02-15 04:45:25.0
382,Onomichi,50,2006-02-15 04:45:25.0
383,Oshawa,20,2006-02-15 04:45:25.0
384,Osmaniye,97,2006-02-15 04:45:25.0
385,ostka,100,2006-02-15 04:45:25.0
386,Otsu,50,2006-02-15 04:45:25.0
387,Oulu,33,2006-02-15 04:45:25.0
388,Ourense (Orense),87,2006-02-15 04:45:25.0
389,Owo,69,2006-02-15 04:45:25.0
390,Oyo,69,2006-02-15 04:45:25.0
391,Ozamis,75,2006-02-15 04:45:25.0
392,Paarl,85,2006-02-15 04:45:25.0
393,Pachuca de Soto,60,2006-02-15 04:45:25.0
394,Pak Kret,94,2006-02-15 04:45:25.0
395,Palghat (Palakkad),44,2006-02-15 04:45:25.0
396,Pangkal Pinang,45,2006-02-15 04:45:25.0
397,Papeete,36,2006-02-15 04:45:25.0
398,Parbhani,44,2006-02-15 04:45:25.0
399,Pathankot,44,2006-02-15 04:45:25.0
400,Patiala,44,2006-02-15 04:45:25.0
401,Patras,39,2006-02-15 04:45:25.0
402,Pavlodar,51,2006-02-15 04:45:25.0
403,Pemalang,45,2006-02-15 04:45:25.0
404,Peoria,103,2006-02-15 04:45:25.0
405,Pereira,24,2006-02-15 04:45:25.0
406,Phnom Penh,18,2006-02-15 04:45:25.0
407,Pingxiang,23,2006-02-15 04:45:25.0
408,Pjatigorsk,80,2006-02-15 04:45:25.0
409,Plock,76,2006-02-15 04:45:25.0
410,Po,15,2006-02-15 04:45:25.0
411,Ponce,77,2006-02-15 04:45:25.0
412,Pontianak,45,2006-02-15 04:45:25.0
413,Poos de Caldas,15,2006-02-15 04:45:25.0
414,Portoviejo,28,2006-02-15 04:45:25.0
415,Probolinggo,45,2006-02-15 04:45:25.0
416,Pudukkottai,44,2006-02-15 04:45:25.0
417,Pune,44,2006-02-15 04:45:25.0
418,Purnea (Purnia),44,2006-02-15 04:45:25.0
419,Purwakarta,45,2006-02-15 04:45:25.0
420,Pyongyang,70,2006-02-15 04:45:25.0
421,Qalyub,29,2006-02-15 04:45:25.0
422,Qinhuangdao,23,2006-02-15 04:45:25.0
423,Qomsheh,46,2006-02-15 04:45:25.0
424,Quilmes,6,2006-02-15 04:45:25.0
425,Rae Bareli,44,2006-02-15 04:45:25.0
426,Rajkot,44,2006-02-15 04:45:25.0
427,Rampur,44,2006-02-15 04:45:25.0
428,Rancagua,22,2006-02-15 04:45:25.0
429,Ranchi,44,2006-02-15 04:45:25.0
430,Richmond Hill,20,2006-02-15 04:45:25.0
431,Rio Claro,15,2006-02-15 04:45:25.0
432,Rizhao,23,2006-02-15 04:45:25.0
433,Roanoke,103,2006-02-15 04:45:25.0
434,Robamba,28,2006-02-15 04:45:25.0
435,Rockford,103,2006-02-15 04:45:25.0
436,Ruse,17,2006-02-15 04:45:25.0
437,Rustenburg,85,2006-02-15 04:45:25.0
438,s-Hertogenbosch,67,2006-02-15 04:45:25.0
439,Saarbrcken,38,2006-02-15 04:45:25.0
440,Sagamihara,50,2006-02-15 04:45:25.0
441,Saint Louis,103,2006-02-15 04:45:25.0
442,Saint-Denis,79,2006-02-15 04:45:25.0
443,Sal,62,2006-02-15 04:45:25.0
444,Salala,71,2006-02-15 04:45:25.0
445,Salamanca,60,2006-02-15 04:45:25.0
446,Salinas,103,2006-02-15 04:45:25.0
447,Salzburg,9,2006-02-15 04:45:25.0
448,Sambhal,44,2006-02-15 04:45:25.0
449,San Bernardino,103,2006-02-15 04:45:25.0
450,San Felipe de Puerto Plata,27,2006-02-15 04:45:25.0
451,San Felipe del Progreso,60,2006-02-15 04:45:25.0
452,San Juan Bautista Tuxtepec,60,2006-02-15 04:45:25.0
453,San Lorenzo,73,2006-02-15 04:45:25.0
454,San Miguel de Tucumn,6,2006-02-15 04:45:25.0
455,Sanaa,107,2006-02-15 04:45:25.0
456,Santa Brbara dOeste,15,2006-02-15 04:45:25.0
457,Santa F,6,2006-02-15 04:45:25.0
458,Santa Rosa,75,2006-02-15 04:45:25.0
459,Santiago de Compostela,87,2006-02-15 04:45:25.0
460,Santiago de los Caballeros,27,2006-02-15 04:45:25.0
461,Santo Andr,15,2006-02-15 04:45:25.0
462,Sanya,23,2006-02-15 04:45:25.0
463,Sasebo,50,2006-02-15 04:45:25.0
464,Satna,44,2006-02-15 04:45:25.0
465,Sawhaj,29,2006-02-15 04:45:25.0
466,Serpuhov,80,2006-02-15 04:45:25.0
467,Shahr-e Kord,46,2006-02-15 04:45:25.0
468,Shanwei,23,2006-02-15 04:45:25.0
469,Shaoguan,23,2006-02-15 04:45:25.0
470,Sharja,101,2006-02-15 04:45:25.0
471,Shenzhen,23,2006-02-15 04:45:25.0
472,Shikarpur,72,2006-02-15 04:45:25.0
473,Shimoga,44,2006-02-15 04:45:25.0
474,Shimonoseki,50,2006-02-15 04:45:25.0
475,Shivapuri,44,2006-02-15 04:45:25.0
476,Shubra al-Khayma,29,2006-02-15 04:45:25.0
477,Siegen,38,2006-02-15 04:45:25.0
478,Siliguri (Shiliguri),44,2006-02-15 04:45:25.0
479,Simferopol,100,2006-02-15 04:45:25.0
480,Sincelejo,24,2006-02-15 04:45:25.0
481,Sirjan,46,2006-02-15 04:45:25.0
482,Sivas,97,2006-02-15 04:45:25.0
483,Skikda,2,2006-02-15 04:45:25.0
484,Smolensk,80,2006-02-15 04:45:25.0
485,So Bernardo do Campo,15,2006-02-15 04:45:25.0
486,So Leopoldo,15,2006-02-15 04:45:25.0
487,Sogamoso,24,2006-02-15 04:45:25.0
488,Sokoto,69,2006-02-15 04:45:25.0
489,Songkhla,94,2006-02-15 04:45:25.0
490,Sorocaba,15,2006-02-15 04:45:25.0
491,Soshanguve,85,2006-02-15 04:45:25.0
492,Sousse,96,2006-02-15 04:45:25.0
493,South Hill,5,2006-02-15 04:45:25.0
494,Southampton,102,2006-02-15 04:45:25.0
495,Southend-on-Sea,102,2006-02-15 04:45:25.0
496,Southport,102,2006-02-15 04:45:25.0
497,Springs,85,2006-02-15 04:45:25.0
498,Stara Zagora,17,2006-02-15 04:45:25.0
499,Sterling Heights,103,2006-02-15 04:45:25.0
500,Stockport,102,2006-02-15 04:45:25.0
501,Sucre,14,2006-02-15 04:45:25.0
502,Suihua,23,2006-02-15 04:45:25.0
503,Sullana,74,2006-02-15 04:45:25.0
504,Sultanbeyli,97,2006-02-15 04:45:25.0
505,Sumqayit,10,2006-02-15 04:45:25.0
506,Sumy,100,2006-02-15 04:45:25.0
507,Sungai Petani,59,2006-02-15 04:45:25.0
508,Sunnyvale,103,2006-02-15 04:45:25.0
509,Surakarta,45,2006-02-15 04:45:25.0
510,Syktyvkar,80,2006-02-15 04:45:25.0
511,Syrakusa,49,2006-02-15 04:45:25.0
512,Szkesfehrvr,43,2006-02-15 04:45:25.0
513,Tabora,93,2006-02-15 04:45:25.0
514,Tabriz,46,2006-02-15 04:45:25.0
515,Tabuk,82,2006-02-15 04:45:25.0
516,Tafuna,3,2006-02-15 04:45:25.0
517,Taguig,75,2006-02-15 04:45:25.0
518,Taizz,107,2006-02-15 04:45:25.0
519,Talavera,75,2006-02-15 04:45:25.0
520,Tallahassee,103,2006-02-15 04:45:25.0
521,Tama,50,2006-02-15 04:45:25.0
522,Tambaram,44,2006-02-15 04:45:25.0
523,Tanauan,75,2006-02-15 04:45:25.0
524,Tandil,6,2006-02-15 04:45:25.0
525,Tangail,12,2006-02-15 04:45:25.0
526,Tanshui,92,2006-02-15 04:45:25.0
527,Tanza,75,2006-02-15 04:45:25.0
528,Tarlac,75,2006-02-15 04:45:25.0
529,Tarsus,97,2006-02-15 04:45:25.0
530,Tartu,30,2006-02-15 04:45:25.0
531,Teboksary,80,2006-02-15 04:45:25.0
532,Tegal,45,2006-02-15 04:45:25.0
533,Tel Aviv-Jaffa,48,2006-02-15 04:45:25.0
534,Tete,63,2006-02-15 04:45:25.0
535,Tianjin,23,2006-02-15 04:45:25.0
536,Tiefa,23,2006-02-15 04:45:25.0
537,Tieli,23,2006-02-15 04:45:25.0
538,Tokat,97,2006-02-15 04:45:25.0
539,Tonghae,86,2006-02-15 04:45:25.0
540,Tongliao,23,2006-02-15 04:45:25.0
541,Torren,60,2006-02-15 04:45:25.0
542,Touliu,92,2006-02-15 04:45:25.0
543,Toulon,34,2006-02-15 04:45:25.0
544,Toulouse,34,2006-02-15 04:45:25.0
545,Trshavn,32,2006-02-15 04:45:25.0
546,Tsaotun,92,2006-02-15 04:45:25.0
547,Tsuyama,50,2006-02-15 04:45:25.0
548,Tuguegarao,75,2006-02-15 04:45:25.0
