film_id,category_id,last_update
93,13,2006-02-15 05:07:09.0
94,8,2006-02-15 05:07:09.0
95,13,2006-02-15 05:07:09.0
96,13,2006-02-15 05:07:09.0
97,1,2006-02-15 05:07:09.0
98,7,2006-02-15 05:07:09.0
99,5,2006-02-15 05:07:09.0
100,9,2006-02-15 05:07:09.0
101,6,2006-02-15 05:07:09.0
102,15,2006-02-15 05:07:09.0
103,16,2006-02-15 05:07:09.0
104,9,2006-02-15 05:07:09.0
105,1,2006-02-15 05:07:09.0
106,10,2006-02-15 05:07:09.0
107,7,2006-02-15 05:07:09.0
108,13,2006-02-15 05:07:09.0
109,13,2006-02-15 05:07:09.0
110,3,2006-02-15 05:07:09.0
111,1,2006-02-15 05:07:09.0
112,9,2006-02-15 05:07:09.0
113,15,2006-02-15 05:07:09.0
114,14,2006-02-15 05:07:09.0
115,1,2006-02-15 05:07:09.0
116,4,2006-02-15 05:07:09.0
117,10,2006-02-15 05:07:09.0
118,2,2006-02-15 05:07:09.0
119,5,2006-02-15 05:07:09.0
120,15,2006-02-15 05:07:09.0
121,2,2006-02-15 05:07:09.0
122,11,2006-02-15 05:07:09.0
123,16,2006-02-15 05:07:09.0
124,3,2006-02-15 05:07:09.0
125,16,2006-02-15 05:07:09.0
126,1,2006-02-15 05:07:09.0
127,5,2006-02-15 05:07:09.0
128,9,2006-02-15 05:07:09.0
129,6,2006-02-15 05:07:09.0
130,1,2006-02-15 05:07:09.0
131,4,2006-02-15 05:07:09.0
132,14,2006-02-15 05:07:09.0
133,12,2006-02-15 05:07:09.0
134,2,2006-02-15 05:07:09.0
135,15,2006-02-15 05:07:09.0
136,13,2006-02-15 05:07:09.0
137,14,2006-02-15 05:07:09.0
138,14,2006-02-15 05:07:09.0
139,8,2006-02-15 05:07:09.0
140,14,2006-02-15 05:07:09.0
141,10,2006-02-15 05:07:09.0
142,6,2006-02-15 05:07:09.0
143,7,2006-02-15 05:07:09.0
144,13,2006-02-15 05:07:09.0
145,8,2006-02-15 05:07:09.0
146,7,2006-02-15 05:07:09.0
147,8,2006-02-15 05:07:09.0
148,9,2006-02-15 05:07:09.0
149,3,2006-02-15 05:07:09.0
150,6,2006-02-15 05:07:09.0
151,14,2006-02-15 05:07:09.0
152,3,2006-02-15 05:07:09.0
153,14,2006-02-15 05:07:09.0
154,2,2006-02-15 05:07:09.0
155,13,2006-02-15 05:07:09.0
156,6,2006-02-15 05:07:09.0
157,3,2006-02-15 05:07:09.0
158,12,2006-02-15 05:07:09.0
159,5,2006-02-15 05:07:09.0
160,2,2006-02-15 05:07:09.0
161,12,2006-02-15 05:07:09.0
162,1,2006-02-15 05:07:09.0
163,13,2006-02-15 05:07:09.0
164,6,2006-02-15 05:07:09.0
165,14,2006-02-15 05:07:09.0
166,4,2006-02-15 05:07:09.0
167,16,2006-02-15 05:07:09.0
168,3,2006-02-15 05:07:09.0
169,16,2006-02-15 05:07:09.0
170,9,2006-02-15 05:07:09.0
171,11,2006-02-15 05:07:09.0
172,7,2006-02-15 05:07:09.0
173,7,2006-02-15 05:07:09.0
174,12,2006-02-15 05:07:09.0
175,8,2006-02-15 05:07:09.0
176,15,2006-02-15 05:07:09.0
177,14,2006-02-15 05:07:09.0
178,5,2006-02-15 05:07:09.0
179,7,2006-02-15 05:07:09.0
180,4,2006-02-15 05:07:09.0
181,16,2006-02-15 05:07:09.0
182,5,2006-02-15 05:07:09.0
183,8,2006-02-15 05:07:09.0
184,4,2006-02-15 05:07:09.0
185,9,2006-02-15 05:07:09.0
186,7,2006-02-15 05:07:09.0
187,15,2006-02-15 05:07:09.0
188,5,2006-02-15 05:07:09.0
189,10,2006-02-15 05:07:09.0
190,4,2006-02-15 05:07:09.0
191,3,2006-02-15 05:07:09.0
192,9,2006-02-15 05:07:09.0
193,2,2006-02-15 05:07:09.0
194,1,2006-02-15 05:07:09.0
195,14,2006-02-15 05:07:09.0
196,4,2006-02-15 05:07:09.0
197,15,2006-02-15 05:07:09.0
198,9,2006-02-15 05:07:09.0
199,6,2006-02-15 05:07:09.0
200,10,2006-02-15 05:07:09.0
201,9,2006-02-15 05:07:09.0
202,5,2006-02-15 05:07:09.0
203,14,2006-02-15 05:07:09.0
204,7,2006-02-15 05:07:09.0
205,1,2006-02-15 05:07:09.0
206,6,2006-02-15 05:07:09.0
207,9,2006-02-15 05:07:09.0
208,2,2006-02-15 05:07:09.0
209,7,2006-02-15 05:07:09.0
210,1,2006-02-15 05:07:09.0
211,10,2006-02-15 05:07:09.0
212,1,2006-02-15 05:07:09.0
213,8,2006-02-15 05:07:09.0
214,3,2006-02-15 05:07:09.0
215,10,2006-02-15 05:07:09.0
216,13,2006-02-15 05:07:09.0
217,10,2006-02-15 05:07:09.0
218,7,2006-02-15 05:07:09.0
219,6,2006-02-15 05:07:09.0
220,12,2006-02-15 05:07:09.0
221,6,2006-02-15 05:07:09.0
222,11,2006-02-15 05:07:09.0
223,2,2006-02-15 05:07:09.0
224,16,2006-02-15 05:07:09.0
225,7,2006-02-15 05:07:09.0
226,13,2006-02-15 05:07:09.0
227,10,2006-02-15 05:07:09.0
228,4,2006-02-15 05:07:09.0
229,1,2006-02-15 05:07:09.0
230,7,2006-02-15 05:07:09.0
231,8,2006-02-15 05:07:09.0
232,10,2006-02-15 05:07:09.0
233,16,2006-02-15 05:07:09.0
234,14,2006-02-15 05:07:09.0
235,14,2006-02-15 05:07:09.0
236,10,2006-02-15 05:07:09.0
237,15,2006-02-15 05:07:09.0
238,3,2006-02-15 05:07:09.0
239,2,2006-02-15 05:07:09.0
240,14,2006-02-15 05:07:09.0
241,2,2006-02-15 05:07:09.0
242,5,2006-02-15 05:07:09.0
243,2,2006-02-15 05:07:09.0
244,12,2006-02-15 05:07:09.0
245,2,2006-02-15 05:07:09.0
246,9,2006-02-15 05:07:09.0
247,5,2006-02-15 05:07:09.0
248,6,2006-02-15 05:07:09.0
249,4,2006-02-15 05:07:09.0
250,1,2006-02-15 05:07:09.0
251,13,2006-02-15 05:07:09.0
252,1,2006-02-15 05:07:09.0
253,1,2006-02-15 05:07:09.0
254,15,2006-02-15 05:07:09.0
255,12,2006-02-15 05:07:09.0
256,15,2006-02-15 05:07:09.0
257,16,2006-02-15 05:07:09.0
258,11,2006-02-15 05:07:09.0
259,2,2006-02-15 05:07:09.0
260,15,2006-02-15 05:07:09.0
261,6,2006-02-15 05:07:09.0
262,8,2006-02-15 05:07:09.0
263,15,2006-02-15 05:07:09.0
264,10,2006-02-15 05:07:09.0
265,5,2006-02-15 05:07:09.0
266,4,2006-02-15 05:07:09.0
267,13,2006-02-15 05:07:09.0
268,2,2006-02-15 05:07:09.0
269,8,2006-02-15 05:07:09.0
270,13,2006-02-15 05:07:09.0
271,1,2006-02-15 05:07:09.0
272,7,2006-02-15 05:07:09.0
273,8,2006-02-15 05:07:09.0
274,6,2006-02-15 05:07:09.0
275,11,2006-02-15 05:07:09.0
276,5,2006-02-15 05:07:09.0
277,11,2006-02-15 05:07:09.0
278,12,2006-02-15 05:07:09.0
279,15,2006-02-15 05:07:09.0
280,3,2006-02-15 05:07:09.0
281,10,2006-02-15 05:07:09.0
282,7,2006-02-15 05:07:09.0
283,13,2006-02-15 05:07:09.0
284,12,2006-02-15 05:07:09.0
285,14,2006-02-15 05:07:09.0
286,16,2006-02-15 05:07:09.0
287,1,2006-02-15 05:07:09.0
288,16,2006-02-15 05:07:09.0
289,13,2006-02-15 05:07:09.0
290,9,2006-02-15 05:07:09.0
291,15,2006-02-15 05:07:09.0
292,1,2006-02-15 05:07:09.0
293,15,2006-02-15 05:07:09.0
294,16,2006-02-15 05:07:09.0
295,6,2006-02-15 05:07:09.0
296,14,2006-02-15 05:07:09.0
297,4,2006-02-15 05:07:09.0
298,14,2006-02-15 05:07:09.0
299,16,2006-02-15 05:07:09.0
300,2,2006-02-15 05:07:09.0
301,11,2006-02-15 05:07:09.0
302,10,2006-02-15 05:07:09.0
303,1,2006-02-15 05:07:09.0
304,3,2006-02-15 05:07:09.0
305,13,2006-02-15 05:07:09.0
306,10,2006-02-15 05:07:09.0
307,16,2006-02-15 05:07:09.0
308,5,2006-02-15 05:07:09.0
309,8,2006-02-15 05:07:09.0
310,10,2006-02-15 05:07:09.0
311,9,2006-02-15 05:07:09.0
312,14,2006-02-15 05:07:09.0
313,11,2006-02-15 05:07:09.0
314,2,2006-02-15 05:07:09.0
315,8,2006-02-15 05:07:09.0
316,10,2006-02-15 05:07:09.0
317,5,2006-02-15 05:07:09.0
318,1,2006-02-15 05:07:09.0
319,14,2006-02-15 05:07:09.0
320,13,2006-02-15 05:07:09.0
321,13,2006-02-15 05:07:09.0
322,15,2006-02-15 05:07:09.0
323,15,2006-02-15 05:07:09.0
324,5,2006-02-15 05:07:09.0
325,2,2006-02-15 05:07:09.0
326,2,2006-02-15 05:07:09.0
327,1,2006-02-15 05:07:09.0
328,3,2006-02-15 05:07:09.0
329,1,2006-02-15 05:07:09.0
330,2,2006-02-15 05:07:09.0
331,10,2006-02-15 05:07:09.0
332,5,2006-02-15 05:07:09.0
333,12,2006-02-15 05:07:09.0
334,11,2006-02-15 05:07:09.0
335,5,2006-02-15 05:07:09.0
336,6,2006-02-15 05:07:09.0
337,9,2006-02-15 05:07:09.0
338,14,2006-02-15 05:07:09.0
339,16,2006-02-15 05:07:09.0
340,13,2006-02-15 05:07:09.0
341,4,2006-02-15 05:07:09.0
342,16,2006-02-15 05:07:09.0
343,3,2006-02-15 05:07:09.0
344,3,2006-02-15 05:07:09.0
345,8,2006-02-15 05:07:09.0
346,4,2006-02-15 05:07:09.0
347,16,2006-02-15 05:07:09.0
348,8,2006-02-15 05:07:09.0
349,2,2006-02-15 05:07:09.0
350,14,2006-02-15 05:07:09.0
351,11,2006-02-15 05:07:09.0
352,10,2006-02-15 05:07:09.0
353,9,2006-02-15 05:07:09.0
354,3,2006-02-15 05:07:09.0
355,2,2006-02-15 05:07:09.0
356,3,2006-02-15 05:07:09.0
357,4,2006-02-15 05:07:09.0
358,4,2006-02-15 05:07:09.0
359,8,2006-02-15 05:07:09.0
360,1,2006-02-15 05:07:09.0
361,15,2006-02-15 05:07:09.0
362,10,2006-02-15 05:07:09.0
363,12,2006-02-15 05:07:09.0
364,13,2006-02-15 05:07:09.0
365,5,2006-02-15 05:07:09.0
366,7,2006-02-15 05:07:09.0
367,14,2006-02-15 05:07:09.0
368,7,2006-02-15 05:07:09.0
369,14,2006-02-15 05:07:09.0
370,3,2006-02-15 05:07:09.0
371,1,2006-02-15 05:07:09.0
372,15,2006-02-15 05:07:09.0
373,3,2006-02-15 05:07:09.0
374,14,2006-02-15 05:07:09.0
375,1,2006-02-15 05:07:09.0
376,9,2006-02-15 05:07:09.0
377,8,2006-02-15 05:07:09.0
378,12,2006-02-15 05:07:09.0
379,7,2006-02-15 05:07:09.0
380,9,2006-02-15 05:07:09.0
381,10,2006-02-15 05:07:09.0
382,10,2006-02-15 05:07:09.0
383,15,2006-02-15 05:07:09.0
384,12,2006-02-15 05:07:09.0
385,5,2006-02-15 05:07:09.0
386,16,2006-02-15 05:07:09.0
387,10,2006-02-15 05:07:09.0
388,5,2006-02-15 05:07:09.0
389,15,2006-02-15 05:07:09.0
390,14,2006-02-15 05:07:09.0
391,8,2006-02-15 05:07:09.0
392,3,2006-02-15 05:07:09.0
393,6,2006-02-15 05:07:09.0
394,14,2006-02-15 05:07:09.0
395,1,2006-02-15 05:07:09.0
396,7,2006-02-15 05:07:09.0
397,14,2006-02-15 05:07:09.0
398,12,2006-02-15 05:07:09.0
399,9,2006-02-15 05:07:09.0
400,6,2006-02-15 05:07:09.0
401,7,2006-02-15 05:07:09.0
402,2,2006-02-15 05:07:09.0
403,7,2006-02-15 05:07:09.0
404,5,2006-02-15 05:07:09.0
405,16,2006-02-15 05:07:09.0
406,10,2006-02-15 05:07:09.0
407,6,2006-02-15 05:07:09.0
408,10,2006-02-15 05:07:09.0
409,3,2006-02-15 05:07:09.0
410,5,2006-02-15 05:07:09.0
411,12,2006-02-15 05:07:09.0
412,6,2006-02-15 05:07:09.0
413,5,2006-02-15 05:07:09.0
414,9,2006-02-15 05:07:09.0
415,11,2006-02-15 05:07:09.0
416,9,2006-02-15 05:07:09.0
417,1,2006-02-15 05:07:09.0
418,7,2006-02-15 05:07:09.0
419,8,2006-02-15 05:07:09.0
420,15,2006-02-15 05:07:09.0
421,9,2006-02-15 05:07:09.0
422,14,2006-02-15 05:07:09.0
423,3,2006-02-15 05:07:09.0
424,3,2006-02-15 05:07:09.0
425,4,2006-02-15 05:07:09.0
426,12,2006-02-15 05:07:09.0
427,6,2006-02-15 05:07:09.0
428,8,2006-02-15 05:07:09.0
429,15,2006-02-15 05:07:09.0
430,2,2006-02-15 05:07:09.0
431,9,2006-02-15 05:07:09.0
432,4,2006-02-15 05:07:09.0
433,2,2006-02-15 05:07:09.0
434,16,2006-02-15 05:07:09.0
435,9,2006-02-15 05:07:09.0
436,13,2006-02-15 05:07:09.0
437,8,2006-02-15 05:07:09.0
438,10,2006-02-15 05:07:09.0
439,7,2006-02-15 05:07:09.0
440,9,2006-02-15 05:07:09.0
441,6,2006-02-15 05:07:09.0
442,8,2006-02-15 05:07:09.0
443,5,2006-02-15 05:07:09.0
444,5,2006-02-15 05:07:09.0
445,4,2006-02-15 05:07:09.0
446,15,2006-02-15 05:07:09.0
447,10,2006-02-15 05:07:09.0
448,13,2006-02-15 05:07:09.0
449,14,2006-02-15 05:07:09.0
450,3,2006-02-15 05:07:09.0
451,16,2006-02-15 05:07:09.0
452,9,2006-02-15 05:07:09.0
453,15,2006-02-15 05:07:09.0
454,12,2006-02-15 05:07:09.0
455,9,2006-02-15 05:07:09.0
456,2,2006-02-15 05:07:09.0
457,6,2006-02-15 05:07:09.0
458,8,2006-02-15 05:07:09.0
459,9,2006-02-15 05:07:09.0
460,9,2006-02-15 05:07:09.0
461,2,2006-02-15 05:07:09.0
462,12,2006-02-15 05:07:09.0
463,15,2006-02-15 05:07:09.0
464,2,2006-02-15 05:07:09.0
465,13,2006-02-15 05:07:09.0
466,6,2006-02-15 05:07:09.0
467,9,2006-02-15 05:07:09.0
468,3,2006-02-15 05:07:09.0
469,4,2006-02-15 05:07:09.0
470,2,2006-02-15 05:07:09.0
471,4,2006-02-15 05:07:09.0
472,16,2006-02-15 05:07:09.0
473,7,2006-02-15 05:07:09.0
474,15,2006-02-15 05:07:09.0
475,11,2006-02-15 05:07:09.0
476,8,2006-02-15 05:07:09.0
477,12,2006-02-15 05:07:09.0
478,5,2006-02-15 05:07:09.0
479,8,2006-02-15 05:07:09.0
480,4,2006-02-15 05:07:09.0
481,13,2006-02-15 05:07:09.0
482,4,2006-02-15 05:07:09.0
483,10,2006-02-15 05:07:09.0
484,4,2006-02-15 05:07:09.0
485,3,2006-02-15 05:07:09.0
486,9,2006-02-15 05:07:09.0
487,4,2006-02-15 05:07:09.0
488,15,2006-02-15 05:07:09.0
489,2,2006-02-15 05:07:09.0
490,13,2006-02-15 05:07:09.0
491,3,2006-02-15 05:07:09.0
492,13,2006-02-15 05:07:09.0
493,9,2006-02-15 05:07:09.0
494,11,2006-02-15 05:07:09.0
495,11,2006-02-15 05:07:09.0
496,16,2006-02-15 05:07:09.0
497,6,2006-02-15 05:07:09.0
498,8,2006-02-15 05:07:09.0
499,8,2006-02-15 05:07:09.0
500,9,2006-02-15 05:07:09.0
501,1,2006-02-15 05:07:09.0
502,5,2006-02-15 05:07:09.0
503,15,2006-02-15 05:07:09.0
504,7,2006-02-15 05:07:09.0
505,3,2006-02-15 05:07:09.0
506,11,2006-02-15 05:07:09.0
507,10,2006-02-15 05:07:09.0
508,10,2006-02-15 05:07:09.0
509,3,2006-02-15 05:07:09.0
510,2,2006-02-15 05:07:09.0
511,1,2006-02-15 05:07:09.0
512,4,2006-02-15 05:07:09.0
513,16,2006-02-15 05:07:09.0
514,7,2006-02-15 05:07:09.0
515,3,2006-02-15 05:07:09.0
516,12,2006-02-15 05:07:09.0
517,15,2006-02-15 05:07:09.0
518,16,2006-02-15 05:07:09.0
519,15,2006-02-15 05:07:09.0
520,14,2006-02-15 05:07:09.0
521,7,2006-02-15 05:07:09.0
522,5,2006-02-15 05:07:09.0
523,4,2006-02-15 05:07:09.0
524,5,2006-02-15 05:07:09.0
525,4,2006-02-15 05:07:09.0
526,16,2006-02-15 05:07:09.0
527,11,2006-02-15 05:07:09.0
528,8,2006-02-15 05:07:09.0
529,5,2006-02-15 05:07:09.0
530,1,2006-02-15 05:07:09.0
531,9,2006-02-15 05:07:09.0
532,15,2006-02-15 05:07:09.0
533,9,2006-02-15 05:07:09.0
534,8,2006-02-15 05:07:09.0
535,11,2006-02-15 05:07:09.0
536,4,2006-02-15 05:07:09.0
537,4,2006-02-15 05:07:09.0
538,13,2006-02-15 05:07:09.0
539,7,2006-02-15 05:07:09.0
540,12,2006-02-15 05:07:09.0
541,2,2006-02-15 05:07:09.0
542,1,2006-02-15 05:07:09.0
543,16,2006-02-15 05:07:09.0
544,6,2006-02-15 05:07:09.0
545,9,2006-02-15 05:07:09.0
546,10,2006-02-15 05:07:09.0
547,3,2006-02-15 05:07:09.0
548,4,2006-02-15 05:07:09.0
549,1,2006-02-15 05:07:09.0
550,8,2006-02-15 05:07:09.0
551,13,2006-02-15 05:07:09.0
552,6,2006-02-15 05:07:09.0
553,3,2006-02-15 05:07:09.0
554,4,2006-02-15 05:07:09.0
555,5,2006-02-15 05:07:09.0
556,10,2006-02-15 05:07:09.0
557,8,2006-02-15 05:07:09.0
558,13,2006-02-15 05:07:09.0
559,14,2006-02-15 05:07:09.0
560,10,2006-02-15 05:07:09.0
561,13,2006-02-15 05:07:09.0
562,12,2006-02-15 05:07:09.0
563,10,2006-02-15 05:07:09.0
564,2,2006-02-15 05:07:09.0
565,9,2006-02-15 05:07:09.0
566,9,2006-02-15 05:07:09.0
567,9,2006-02-15 05:07:09.0
568,5,2006-02-15 05:07:09.0
569,2,2006-02-15 05:07:09.0
570,15,2006-02-15 05:07:09.0
571,6,2006-02-15 05:07:09.0
572,14,2006-02-15 05:07:09.0
573,3,2006-02-15 05:07:09.0
574,1,2006-02-15 05:07:09.0
575,6,2006-02-15 05:07:09.0
576,6,2006-02-15 05:07:09.0
577,15,2006-02-15 05:07:09.0
578,4,2006-02-15 05:07:09.0
579,1,2006-02-15 05:07:09.0
580,13,2006-02-15 05:07:09.0
581,12,2006-02-15 05:07:09.0
582,2,2006-02-15 05:07:09.0
583,2,2006-02-15 05:07:09.0
584,9,2006-02-15 05:07:09.0
585,7,2006-02-15 05:07:09.0
586,1,2006-02-15 05:07:09.0
587,6,2006-02-15 05:07:09.0
588,3,2006-02-15 05:07:09.0
589,6,2006-02-15 05:07:09.0
590,13,2006-02-15 05:07:09.0
591,10,2006-02-15 05:07:09.0
592,12,2006-02-15 05:07:09.0
593,11,2006-02-15 05:07:09.0
594,1,2006-02-15 05:07:09.0
595,9,2006-02-15 05:07:09.0
596,10,2006-02-15 05:07:09.0
597,10,2006-02-15 05:07:09.0
598,15,2006-02-15 05:07:09.0
599,15,2006-02-15 05:07:09.0
600,11,2006-02-15 05:07:09.0
601,16,2006-02-15 05:07:09.0
602,14,2006-02-15 05:07:09.0
603,8,2006-02-15 05:07:09.0
604,5,2006-02-15 05:07:09.0
605,9,2006-02-15 05:07:09.0
606,15,2006-02-15 05:07:09.0
607,9,2006-02-15 05:07:09.0
608,3,2006-02-15 05:07:09.0
609,16,2006-02-15 05:07:09.0
610,8,2006-02-15 05:07:09.0
611,4,2006-02-15 05:07:09.0
612,15,2006-02-15 05:07:09.0
613,5,2006-02-15 05:07:09.0
614,10,2006-02-15 05:07:09.0
615,2,2006-02-15 05:07:09.0
616,6,2006-02-15 05:07:09.0
617,8,2006-02-15 05:07:09.0
618,7,2006-02-15 05:07:09.0
619,15,2006-02-15 05:07:09.0
620,14,2006-02-15 05:07:09.0
621,8,2006-02-15 05:07:09.0
622,6,2006-02-15 05:07:09.0
623,9,2006-02-15 05:07:09.0
624,10,2006-02-15 05:07:09.0
625,14,2006-02-15 05:07:09.0
626,3,2006-02-15 05:07:09.0
627,6,2006-02-15 05:07:09.0
628,15,2006-02-15 05:07:09.0
629,6,2006-02-15 05:07:09.0
630,7,2006-02-15 05:07:09.0
631,15,2006-02-15 05:07:09.0
632,13,2006-02-15 05:07:09.0
633,4,2006-02-15 05:07:09.0
634,8,2006-02-15 05:07:09.0
635,13,2006-02-15 05:07:09.0
636,12,2006-02-15 05:07:09.0
637,14,2006-02-15 05:07:09.0
638,5,2006-02-15 05:07:09.0
639,8,2006-02-15 05:07:09.0
640,9,2006-02-15 05:07:09.0
641,9,2006-02-15 05:07:09.0
642,16,2006-02-15 05:07:09.0
643,7,2006-02-15 05:07:09.0
644,2,2006-02-15 05:07:09.0
645,16,2006-02-15 05:07:09.0
646,10,2006-02-15 05:07:09.0
647,12,2006-02-15 05:07:09.0
648,16,2006-02-15 05:07:09.0
649,2,2006-02-15 05:07:09.0
650,6,2006-02-15 05:07:09.0
651,2,2006-02-15 05:07:09.0
652,4,2006-02-15 05:07:09.0
653,11,2006-02-15 05:07:09.0
654,10,2006-02-15 05:07:09.0
655,14,2006-02-15 05:07:09.0
656,16,2006-02-15 05:07:09.0
657,5,2006-02-15 05:07:09.0
658,11,2006-02-15 05:07:09.0
659,1,2006-02-15 05:07:09.0
660,5,2006-02-15 05:07:09.0
661,9,2006-02-15 05:07:09.0
662,7,2006-02-15 05:07:09.0
663,4,2006-02-15 05:07:09.0
664,1,2006-02-15 05:07:09.0
665,11,2006-02-15 05:07:09.0
666,7,2006-02-15 05:07:09.0
667,15,2006-02-15 05:07:09.0
668,15,2006-02-15 05:07:09.0
669,9,2006-02-15 05:07:09.0
670,6,2006-02-15 05:07:09.0
671,15,2006-02-15 05:07:09.0
672,5,2006-02-15 05:07:09.0
673,12,2006-02-15 05:07:09.0
674,9,2006-02-15 05:07:09.0
675,13,2006-02-15 05:07:09.0
676,15,2006-02-15 05:07:09.0
677,13,2006-02-15 05:07:09.0
678,15,2006-02-15 05:07:09.0
679,8,2006-02-15 05:07:09.0
680,5,2006-02-15 05:07:09.0
681,15,2006-02-15 05:07:09.0
682,8,2006-02-15 05:07:09.0
683,7,2006-02-15 05:07:09.0
684,10,2006-02-15 05:07:09.0
685,13,2006-02-15 05:07:09.0
686,13,2006-02-15 05:07:09.0
687,6,2006-02-15 05:07:09.0
688,3,2006-02-15 05:07:09.0
689,9,2006-02-15 05:07:09.0
690,2,2006-02-15 05:07:09.0
691,15,2006-02-15 05:07:09.0
692,2,2006-02-15 05:07:09.0
693,2,2006-02-15 05:07:09.0
694,4,2006-02-15 05:07:09.0
695,8,2006-02-15 05:07:09.0
696,2,2006-02-15 05:07:09.0
697,1,2006-02-15 05:07:09.0
698,6,2006-02-15 05:07:09.0
699,10,2006-02-15 05:07:09.0
700,8,2006-02-15 05:07:09.0
701,10,2006-02-15 05:07:09.0
702,11,2006-02-15 05:07:09.0
703,2,2006-02-15 05:07:09.0
704,5,2006-02-15 05:07:09.0
705,9,2006-02-15 05:07:09.0
706,7,2006-02-15 05:07:09.0
707,1,2006-02-15 05:07:09.0
708,6,2006-02-15 05:07:09.0
709,7,2006-02-15 05:07:09.0
710,8,2006-02-15 05:07:09.0
711,14,2006-02-15 05:07:09.0
712,6,2006-02-15 05:07:09.0
713,6,2006-02-15 05:07:09.0
714,14,2006-02-15 05:07:09.0
715,8,2006-02-15 05:07:09.0
716,11,2006-02-15 05:07:09.0
717,1,2006-02-15 05:07:09.0
718,12,2006-02-15 05:07:09.0
719,15,2006-02-15 05:07:09.0
720,13,2006-02-15 05:07:09.0
721,12,2006-02-15 05:07:09.0
722,11,2006-02-15 05:07:09.0
723,14,2006-02-15 05:07:09.0
724,8,2006-02-15 05:07:09.0
725,4,2006-02-15 05:07:09.0
726,9,2006-02-15 05:07:09.0
727,8,2006-02-15 05:07:09.0
728,7,2006-02-15 05:07:09.0
729,15,2006-02-15 05:07:09.0
730,13,2006-02-15 05:07:09.0
731,4,2006-02-15 05:07:09.0
732,1,2006-02-15 05:07:09.0
733,15,2006-02-15 05:07:09.0
734,6,2006-02-15 05:07:09.0
735,3,2006-02-15 05:07:09.0
